client_ip,client_mac,tls_domain,dns_domain,server_ip,time_window
113.160.210.52,30:4f:75:80:b8:39,_,_,101.91.22.249,2025-12-29 18:30:00+07:00
14.241.51.117,00:1d:aa:60:c9:a9,_,_,101.91.22.249,2025-12-29 18:30:00+07:00
123.25.243.144,b8:29:03:f9:5b:a9,_,_,101.91.22.249,2025-12-29 18:30:00+07:00
14.241.51.26,24:43:e2:d1:1c:69,_,_,101.91.22.249,2025-12-29 18:30:00+07:00
100.70.90.172,7c:7b:68:c4:fe:09,_,_,101.91.22.249,2025-12-29 18:30:00+07:00
